primaryAccession	start	stop	submitted_path	submitted_name	ncbi_taxonid
CP022713	4987915	4990800	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;"	Blautia coccoides	1532
CP011072	3786649	3789533	"Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;"	Azoarcus sp. CIB	198107
CP022714	169700	172595	"Bacteria;Tenericutes;Mollicutes;Mycoplasmataceae;Mycoplasma;"	Mesomycoplasma hyopneumoniae	2099
CP022722	4100456	4103364	"Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;"	[Clostridium] innocuum	1522
CP022723	834406	837442	"Bacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;"	Bifidobacterium bifidum	1681
CP011095	2305342	2308433	"Bacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;"	Corynebacterium ulcerans	65058
CP011096	809286	812169	"Bacteria;Tenericutes;Mollicutes;Mycoplasmataceae;Mycoplasma;"	Mycoplasma synoviae ATCC 25204	1267001
CP022736	4961323	4964221	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;"	Herbaspirillum sp. meg3	2025949
CP022737	1047944	1050831	"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;"	Halomonas ventosae	229007
CP022741	2839251	2842170	"Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;"	Vibrio qinghaiensis	2025808
CP022743	4778878	4781750	"Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;"	Mucilaginibacter sp. BJC16-A31	1234841
CP011101	3030003	3032928	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus sp. LM 4-2	1628753
CP011102	2908836	2911770	"Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;"	Listeria phage LWP01	1633782
CP022744	7653558	7656681	"Bacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;"	Streptomyces lincolnensis	1915
CP011104	2550009	2552946	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Photorhabdus;"	Photorhabdus thracensis	230089
CP022746	434368	437165	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;"	Sphingobium hydrophobicum	1673076
CP011107	190768	193789	"Bacteria;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;"	Thermotoga maritima MSB8	243274
CP022752	3768931	3772008	"Bacteria;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Actinopolyspora;"	Actinopolyspora erythraea	414996
CP011108	190768	193789	"Bacteria;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;"	Thermotoga maritima	2336
CP022753	5696268	5699355	"Bacteria;Actinobacteria;Streptosporangiales;Nocardiopsaceae;Nocardiopsis;"	Nocardiopsis gilva YIM 90087	1235441
CP022754	4689619	4692495	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;"	Parabacteroides sp. CT06	2025876
CP011112	2860289	2863418	"Bacteria;Actinobacteria;Micrococcales;Dermacoccaceae;Luteipulveratus;"	Luteipulveratus mongoliensis	571913
CP011114	5497430	5500368	"Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;"	Paenibacillus durus ATCC 35681	1333534
CP011115	3173989	3176921	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus subtilis KCTC 1028	1136873
CP011117	4236046	4238938	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;"	Pseudomonas synxantha	47883
CP011120	2676471	2679210	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter;"	Acetobacter oryzifermentans	1633874
CP011125	8620560	8623519	"Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sorangiineae;Sandaracinaceae;Sandaracinus;"	Sandaracinus amylolyticus	927083
CP011126	1509337	1512951	"Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;"	Coxiella-like endosymbiont	1592897
CP011127	48217	51165	"Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;"	Dehalococcoides mccartyi	61435
CP011129	5256578	5259441	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;"	Lysobacter antibioticus	84531
CP011131	1026094	1028955	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;"	Lysobacter gummosus	262324
CP011132	4769606	4772537	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;"	Citrobacter amalonaticus Y19	1261127
CP011134	4552732	4555635	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;"	Escherichia coli VR50	941323
CP011144	2105380	2108272	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas;"	Pseudoxanthomonas suwonensis	314722
CP011148	182437	185208	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachieae;Wolbachia;"	Wolbachia endosymbiont of Drosophila incompta	1633785
CP022823	5483387	5486309	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;"	Klebsiella quasivariicola	2026240
CP011158	1691531	1694407	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;"	Moraxella ovis	29433
CP022874	3086264	3089197	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus sp. 1s-1	2026248
CP022881	2279573	2282490	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;"	Staphylococcus sp. M0911	2025492
CP022889	2208981	2211770	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;"	Altererythrobacter mangrovi	1982042
CP022915	4435338	4438460	"Bacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus;"	Rhodococcus pyridinivorans	103816
CP022957	2899532	2902363	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Maribacter;"	Maribacter cobaltidurans	1178778
CP022959	4684067	4686993	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;"	Escherichia coli ATCC 8739	481805
CP022960	2145562	2148477	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;"	Pseudomonas sp. NS1(2017)	2025658
CP022961	6345340	6348479	"Bacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Plantactinospora;"	Plantactinospora sp. KBS50	2024580
CP022963	4673061	4676070	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;"	Salmonella enterica subsp. enterica serovar Pullorum	605
CP022983	3011758	3014695	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus kochii	859143
CP022985	2645246	2648056	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Mariniflexile;"	Mariniflexile sp. TRM1-10	2027857
CP022986	3363275	3366028	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;"	Chryseobacterium camelliae	1265445
CP022988	2080651	2083561	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;"	Lactobacillus delbrueckii subsp. lactis DSM 20072	888027
CP022990	2415940	2418832	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;"	Paraburkholderia aromaticivorans	2026199
CP022998	3869247	3872216	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Rhizobium;"	Rhizobium sp. 11515TR	2028343
CP023004	659428	662316	"Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Ereboglobus;"	Ereboglobus luteus	1796921
CP011232	1332503	1335436	"Bacteria;Thermotogae;Kosmotogales;Kosmotogaceae;Kosmotoga;"	Kosmotoga pacifica	1330330
CP023008	1429907	1432832	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus;"	Pediococcus pentosaceus	1255
CP023009	1354774	1357708	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Lonsdalea;"	Lonsdalea britannica	1082704
CP023011	2538739	2541654	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;"	Enterococcus hirae	1354
CP023019	3859450	3862377	"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;"	Shewanella sp. WE21	2029986
CP023036	1733739	1736477	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Komagataeibacter;"	Komagataeibacter saccharivorans	265959
CP011253	5289238	5292128	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;"	Pandoraea oxalativorans	573737
CP023047	2308804	2311720	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Mannheimia;"	Mannheimia haemolytica	75985
CP023048	433632	436521	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;"	Pseudomonas fulva	47880
CP023049	3654981	3657745	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;"	Chryseobacterium piperi	558152
CP011256	3882759	3885654	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;"	Xanthomonas campestris	339
CP011257	1488222	1491113	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;"	Ralstonia mannitolilytica	105219
CP023057	2308541	2311451	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Glaesserella;"	Glaesserella sp. 15-184	2030797
CP011259	4540767	4543795	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;"	Salmonella enterica subsp. enterica serovar Agona str. 460004 2-1	1124917
CP023063	3726785	3729589	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Sinorhizobium/Ensifer group;Sinorhizobium;"	Sinorhizobium sp. CCBAU 05631	794846
CP011264	668828	671729	"Bacteria;Tenericutes;Mollicutes;Mycoplasmataceae;Mycoplasma;"	Mycoplasma mycoides	2103
CP011265	2717688	2720591	"Bacteria;Verrucomicrobia;unclassified Verrucomicrobia;"	Verrucomicrobia bacterium IMCC26134	1637999
CP023067	3415450	3417834	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Sinorhizobium/Ensifer group;Ensifer;"	Ensifer sojae CCBAU 05684	716928
CP011266	787094	790073	"Archaea;Euryarchaeota;Methanomada group;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;"	Methanobrevibacter millerae	230361
CP011267	394452	397376	"Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Geoglobus;"	Geoglobus ahangari	113653
CP023070	3640629	3643011	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Sinorhizobium/Ensifer group;Sinorhizobium;"	Sinorhizobium fredii CCBAU 83666	1128334
CP023074	2611459	2614376	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;"	Enterococcus thailandicus	417368
CP011269	4454157	4457318	"Bacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium;"	Mycobacterium fortuitum	1766
CP011270	4955329	4958195	"Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;"	Planctomyces sp. SH-PL14	1632864
CP023139	2129026	2131936	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;"	Lactobacillus delbrueckii subsp. lactis	29397
CP011271	6549587	6552340	"Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;"	Gemmata sp. SH-PL17	1630693
CP011272	3094888	3097769	"Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Pirellula;"	Pirellula sp. SH-Sr6A	1632865
CP023141	4775400	4778315	"Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;"	Aeromonas dhakensis	196024
CP011273	5010520	5013320	"Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;"	Planctomyces sp. SH-PL62	1636152
CP011280	1317636	1320543	"Bacteria;Fusobacteria;Fusobacteriales;Leptotrichiaceae;Sneathia;"	Sneathia amnii	187101
CP023147	1370517	1373630	"Bacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium avium complex (MAC);"	Mycobacterium marseillense	701042
CP011286	4518441	4521476	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;"	Yersinia enterocolitica	630
CP023149	1613845	1616957	"Bacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium avium complex (MAC);"	Mycobacterium intracellulare	1767
CP023151	1483883	1486995	"Bacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium avium complex (MAC);"	Mycobacterium intracellulare subsp. chimaera	222805
CP023159	4937964	4940857	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;"	Xanthomonas citri pv. malvacearum	86040
CP011295	4218308	4221465	"Bacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus;"	Rhodococcus erythropolis	1833
CP011299	505557	508507	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Buchnera;"	Buchnera aphidicola (Schlechtendalia chinensis)	118110
CP011300	3155032	3157769	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;"	Devosia sp. H5989	1643450
CP023173	510863	513774	"Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Mesoplasma;"	Mesoplasma chauliocola	216427
CP011303	5231176	5234110	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;"	Serratia liquefaciens	614
CP011304	2452386	2455266	"Bacteria;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Microcystaceae;Microcystis;"	Microcystis aeruginosa NIES-2549	1641812
CP011307	3287475	3290326	"Bacteria;Firmicutes;Clostridia;Clostridiales;Intestinimonas;"	Intestinimonas butyriciproducens	1297617
CP011308	2121052	2123932	"Bacteria;Proteobacteria;Epsilonproteobacteria;Sulfurovum;"	Sulfurovum lithotrophicum	206403
CP011309	3131586	3134678	"Bacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;"	[Brevibacterium] flavum	92706
CP011310	2714912	2717702	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;"	Erythrobacter atlanticus	1648404
CP011312	2225225	2228296	"Bacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;"	Corynebacterium kutscheri	35755
CP023199	2386695	2389754	"Bacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;"	Bifidobacterium breve	1685
CP011318	3384198	3387039	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Maribacter;"	Maribacter sp. 1_2014MBL_MicDiv	1644130
CP023202	272431	275545	"Bacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;"	Streptomyces xinghaiensis S187	1038929
CP011319	6245842	6248753	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;"	Janthinobacterium sp. 1_2014MBL_MicDiv	1644131
CP011330	1640011	1642898	"Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;"	Helicobacter pylori J99	85963
CP011331	5110413	5113342	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;"	Escherichia coli O104:H4 str. C227-11	1048254
CP011339	4950539	4953418	"Bacteria;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Microcystaceae;Microcystis;"	Microcystis panniformis FACHB-1757	1638788
CP011340	7152033	7155155	"Bacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;"	Streptomyces pristinaespiralis	38300
CP011341	3147481	3150640	"Bacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus;"	Rhodococcus aetherivorans	191292
CP011343	4190687	4193588	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;"	Escherichia coli K-12	83333
CP011344	1373148	1375956	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Citromicrobium;"	Citromicrobium sp. JL477	1634516
CP023254	2103043	2105925	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;"	Chitinophaga sp. MD30	2033437
CP011360	849916	852799	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;"	Bradyrhizobium diazoefficiens USDA 110	224911
CP023268	4926991	4929928	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;"	Serratia sp. MYb239	2033438
CP011361	2662120	2665032	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Salimicrobium;"	Salimicrobium jeotgali	1230341
CP011364	1394325	1397262	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Edwardsiella;"	Edwardsiella sp. EA181011	1578828
CP023269	5528184	5531099	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;"	Pseudomonas sp. MYb193	1827300
CP011366	2718009	2720903	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Salinicoccus;"	Salinicoccus halodurans	407035
CP011367	2565753	2568657	"Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalkalivibrio;"	Thioalkalivibrio versutus	106634
CP011368	722155	725048	"Bacteria;Tenericutes;Mollicutes;Mycoplasmataceae;Mycoplasma;"	Mycoplasmopsis canis	29555
CP023271	4626747	4629641	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;"	Stenotrophomonas sp. MYb57	1827305
CP023272	5465569	5468484	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;"	Pseudomonas lurida	244566
CP011371	5587111	5590000	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;"	[Polyangium] brachysporum	413882
CP011372	1437448	1440361	"Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;"	Campylobacter lari	201
CP023275	2765522	2768432	"Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Sulfurospirillum;"	Sulfurospirillum sp. JPD-1	220622
CP023276	30100	32971	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;"	Polynucleobacter difficilis	556054
CP011373	1086428	1089240	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Nonlabens;"	Nonlabens sp. MIC269	1476901
CP023277	29837	32706	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;"	Polynucleobacter acidiphobus	556053
CP023278	6778307	6781134	"Bacteria;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;"	Nostoc sp. CENA543	1869241
CP023284	6405382	6408270	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;"	Variovorax boronicumulans	436515
CP011381	1618295	1621172	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;"	Moraxella bovoculi	386891
CP011382	2528454	2531337	"Bacteria;Cyanobacteria;Nostocales;Rivulariaceae;Calothrix;"	Calothrix sp. 336/3	1337936
CP011387	2879849	2882728	"Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;"	Deinococcus puniceus	1182568
CP011388	3880899	3883830	"Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;"	Paenibacillus swuensis	1178515
CP023294	5090522	5093399	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;"	Xanthomonas citri pv. fuscans	366649
CP011389	2234739	2237627	"Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;"	Deinococcus soli Cha et al. 2016	1309411
CP011390	4665382	4668263	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;"	Flavisolibacter tropicus	1492898
CP023298	7483578	7486648	"Bacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;"	Actinoplanes sp. SE50	2033844
CP011391	2334641	2337522	"Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalibaculum;"	Faecalibaculum rodentium	1702221
CP011393	1118062	1120990	"Bacteria;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium;"	Fervidobacterium pennivorans	93466
CP011394	4630374	4633302	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;"	Salmonella enterica subsp. enterica serovar Enteritidis str. 18569	696867
CP011396	4634830	4637758	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;"	Salmonella enterica subsp. enterica serovar Thompson str. ATCC 8391	935705
CP023315	3895452	3898241	"Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;"	Caulobacter vibrioides	155892
CP011402	2212377	2215344	"Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Denitrobacterium;"	Denitrobacterium detoxificans	79604
CP011403	1738498	1741411	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;"	Lactobacillus salivarius str. Ren	1194971
CP011409	4304635	4307533	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;"	Herbaspirillum hiltneri N3	1262470
CP023344	2496184	2499076	"Bacteria;Verrucomicrobia;unclassified Verrucomicrobia;"	Verrucomicrobia bacterium	2026799
CP011410	3822002	3824968	"Bacteria;Spirochaetes;Leptospirales;Leptospiraceae;Leptospira;"	Leptospira interrogans serovar Bratislava	338215
CP023345	4683663	4686590	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;"	Salmonella enterica subsp. diarizonae	59204
CP011412	3187955	3190861	"Bacteria;Proteobacteria;Gammaproteobacteria;Sedimenticola;"	Sedimenticola thiotaurini	1543721
CP011414	1551921	1554826	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;"	Streptococcus pyogenes JRS4	1150773
CP023390	2297065	2299990	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;"	Staphylococcus aureus subsp. aureus str. Newman	426430
CP023392	1718922	1721829	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;"	Lactococcus raffinolactis	1366
CP023398	2904330	2907201	"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;"	Pseudoalteromonas spongiae	298657
CP023401	2751882	2754654	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;"	Elizabethkingia anophelis R26	1246994
CP011451	95473	98372	"Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;"	Nitrosomonas communis	44574
CP023402	2787381	2790153	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;"	Elizabethkingia anophelis Ag1	1117646
CP011452	3098248	3101041	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;"	Altererythrobacter atlanticus	1267766
CP011454	2423444	2426392	"Bacteria;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;"	Gemmatimonas phototrophica	1379270
CP023404	2787381	2790153	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;"	Elizabethkingia anophelis	1117645
CP023405	3793634	3796771	"Bacteria;Actinobacteria;Corynebacteriales;Gordoniaceae;Gordonia;"	Gordonia sp. 1D	1737359
CP023406	328549	331447	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;"	Luteimonas sp. 100111	2006110
CP011456	3599274	3602102	"Bacteria;Cyanobacteria;Nostocales;Nostocaceae;Anabaena;"	Anabaena sp. WA102	1647413
CP023407	6381708	6384858	"Bacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;"	Streptomyces fungicidicus	68203
CP023415	2822175	2825105	"Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;"	Desulfovibrio sp. G11	631220
CP023422	6241129	6244040	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;"	Janthinobacterium svalbardensis	368607
CP023429	2149163	2152058	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;"	Neisseria sp. 10022	1853276
CP011477	2716072	2718970	"Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Spongiibacter;"	Spongiibacter sp. IMCC21906	1620392
CP011479	141352	144225	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Hoeflea;"	Hoeflea sp. IMCC20628	1620421
CP023434	2521718	2524591	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;"	Aerococcaceae bacterium ZY16052	2036206
CP023435	3435628	3438740	"Bacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;"	Mycobacterium sp. PYR15	2051552
CP023439	5147251	5150150	"Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera;"	Thauera sp. K11	2005884
