Taxa_Name	Taxa_Rank
Shigella dysenteriae 4	no rank
Shigella flexneri 2000019	no rank
Shigella flexneri 2002110	no rank
Shigella flexneri 2003035	no rank
Shigella flexneri 51575	no rank
Shigella flexneri 51577	no rank
Shigella flexneri 6	no rank
Shigella flexneri Shi06GS02	no rank
Shigella flexneri Shi06HN159	no rank
Candidatus Regiella insecticola 5.15	no rank
Erwinia tracheiphila PSU-1	no rank
Pantoea agglomerans NBRC 102470	no rank
Moellerella wisconsensis ATCC 35017	no rank
Xenorhabdus bovienii str. Intermedium	no rank
Dickeya chrysanthemi NCPPB 402	no rank
Dickeya solani GBBC 2040	no rank
Dickeya solani MK10	no rank
Dickeya solani MK16	no rank
Dickeya zeae CSL RW192	no rank
Pectobacterium carotovorum subsp. brasiliensis PBR1692	no rank
Serratia ficaria NBRC 102596	no rank
Serratia marcescens AB42556419-isolate1	no rank
Serratia marcescens LCT-SM166	no rank
Serratia marcescens LCT-SM213	no rank
Serratia marcescens MC458	no rank
Serratia nematodiphila WCU338	no rank
Yersinia enterocolitica subsp. palearctica 105.5R(r)	no rank
Yersinia mollaretii ATCC 43969	no rank
Yersinia pestis PY-03	no rank
Yersinia pestis PY-91	no rank
Plesiomonas shigelloides 302-73	no rank
Legionella geestiana DSM 21217	no rank
Legionella pneumophila Leg01/16	no rank
Legionella quinlivanii DSM 21216	no rank
Legionella sainthelensi ATCC 35248	no rank
Legionella wadsworthii DSM 21896 = ATCC 33877	no rank
Alcanivorax hongdengensis A-11-3	no rank
Balneatrix alpica DSM 16621	no rank
Candidatus Carsonella ruddii CE isolate Thao2000	no rank
Candidatus Carsonella ruddii PV	no rank
Marinospirillum alkaliphilum DSM 21637	no rank
Gilliamella apicola SCGC AB-598-I20	no rank
Actinobacillus pleuropneumoniae S8	no rank
Actinobacillus pleuropneumoniae serovar 5	no rank
Actinobacillus pleuropneumoniae serovar 5b str. L20	no rank
Aggregatibacter sp. oral taxon 458 str. W10330	no rank
Glaesserella parasuis HPS9	no rank
Haemophilus haemolyticus HK386	no rank
Haemophilus parahaemolyticus G321	no rank
Mannheimia granulomatis DSM 19156	no rank
Acinetobacter baumannii 1032241	no rank
Acinetobacter baumannii 1291820	no rank
Acinetobacter baumannii 1546444	no rank
Acinetobacter baumannii 18689	no rank
Acinetobacter baumannii 25691_5	no rank
Acinetobacter baumannii 25691_7	no rank
Acinetobacter baumannii 25766_1	no rank
Acinetobacter baumannii 273929	no rank
Acinetobacter baumannii 34654	no rank
Acinetobacter baumannii 44467_2	no rank
Acinetobacter baumannii 44467_3	no rank
Acinetobacter baumannii 44467_9	no rank
Acinetobacter baumannii 44895_10	no rank
Acinetobacter baumannii 45002_8	no rank
Acinetobacter baumannii 554515	no rank
Acinetobacter baumannii 6013150	no rank
Acinetobacter baumannii 756476	no rank
Acinetobacter baumannii 940793	no rank
Acinetobacter baumannii 984213	no rank
Acinetobacter baumannii AB056	no rank
Acinetobacter baumannii AB058	no rank
Acinetobacter baumannii AB059	no rank
Acinetobacter baumannii OIFC047	no rank
Acinetobacter baumannii OIFC074	no rank
Acinetobacter baumannii OIFC087	no rank
Acinetobacter baumannii UMB002	no rank
Alkanindiges illinoisensis DSM 15370	no rank
Pseudomonas aeruginosa PAHM4	no rank
Pseudomonas oleovorans subsp. oleovorans NBRC 13583 = DSM 1045	no rank
Pseudomonas pseudoalcaligenes NBRC 14167	no rank
Pseudomonas resinovorans DSM 21078	no rank
Pseudomonas chlororaphis subsp. aurantiaca PB-St2	no rank
Pseudomonas marginalis ICMP 9505	no rank
Pseudomonas mucidolens NBRC 103159	no rank
Pseudomonas tolaasii NCPPB 2192	no rank
Pseudomonas gingeri NCPPB 3146 = LMG 5327	no rank
Pseudomonas putida B001	no rank
Pseudomonas syringae Cit 7	no rank
Pseudomonas syringae ICMP 11168	no rank
Pseudomonas syringae ICMP 11292	no rank
Pseudomonas syringae pv. actinidiae ICMP 19070	no rank
Pseudomonas syringae pv. actinidiae ICMP 19104	no rank
Pseudomonas syringae pv. actinidiae str. Shaanxi_M7	no rank
Pseudomonas syringae pv. tomato NCPPB 1108	no rank
Pseudomonas thermotolerans DSM 14292	no rank
Aliivibrio fischeri ZF-211	no rank
Aliivibrio logei 5S-186	no rank
Enterovibrio calviensis 1F-211	no rank
Enterovibrio calviensis 1F-230	no rank
Enterovibrio norvegicus FF-33	no rank
Enterovibrio norvegicus FF-454	no rank
Photobacterium angustum S14	no rank
Photobacterium leiognathi lrivu.4.1	no rank
Vibrio anguillarum 96F	no rank
Vibrio anguillarum serovar O2	no rank
Vibrio anguillarum RV22	no rank
Vibrio cholerae CP1037(10)	no rank
Vibrio cholerae HC-17A1	no rank
Vibrio cholerae HC-17A2	no rank
Vibrio cholerae HC-51A1	no rank
Vibrio cholerae HC-78A1	no rank
Vibrio cholerae O1 str. AG-7404	no rank
Vibrio cholerae O1 str. EC-0027	no rank
Vibrio cholerae O1 str. EM-1626	no rank
Vibrio cholerae O1 str. EM-1676A	no rank
Vibrio cholerae O1 str. PCS-023	no rank
Vibrio coralliilyticus P1	no rank
Vibrio cyclitrophicus 1F273	no rank
Vibrio cyclitrophicus ZF255	no rank
Vibrio cyclitrophicus ZF99	no rank
Vibrio alginolyticus 12G01	no rank
Vibrio campbellii 200612B	no rank
Vibrio diabolicus E0666	no rank
Vibrio owensii ATCC 25919	no rank
Vibrio parahaemolyticus 50	no rank
Vibrio parahaemolyticus TUMSAT_H03_S5	no rank
Vibrio parahaemolyticus VIP4-0430	no rank
Vibrio parahaemolyticus VP2007-007	no rank
Vibrio parahaemolyticus VP49	no rank
Vibrio rotiferianus CAIM 577 = LMG 21460	no rank
Vibrio mimicus VM603	no rank
Vibrio nereis NBRC 15637	no rank
Vibrio ordalii 12B09	no rank
Vibrio ordalii FF-93	no rank
Vibrio ordalii FS-144	no rank
Vibrio ordalii FS-238	no rank
Vibrio splendidus 12B01	no rank
Vibrio splendidus 12E03	no rank
Arenimonas malthae CC-JY-1	no rank
Lysobacter defluvii IMMIB APB-9 = DSM 18482	no rank
Stenotrophomonas maltophilia PML168	no rank
Xanthomonas dyei pv. dysoxyli	no rank
Xanthomonas hortorum pv. hederae	no rank
Xanthomonas axonopodis pv. manihotis str. ThaiXam	no rank
Candidatus Endoriftia	genus
Candidatus Endoriftia persephone str. Hot96_1+Hot96_2	no rank
Mariprofundus ferrooxydans M34	no rank
Desulfospira joergensenii DSM 10085	no rank
Desulfobulbus japonicus DSM 18378	no rank
Desulfopila aestuarii DSM 18488	no rank
Desulfomicrobium escambiense DSM 10707	no rank
Desulfocurvus vexinensis DSM 17965	no rank
Desulfovibrio longus DSM 6739	no rank
Desulfovibrio piger ATCC 29098	no rank
Malonomonas rubra DSM 5091	no rank
Campylobacter coli 90-3	no rank
Campylobacter coli BIGS0002	no rank
Campylobacter coli BIGS0007	no rank
Campylobacter coli BIGS0009	no rank
Campylobacter coli BIGS0016	no rank
Campylobacter jejuni subsp. jejuni DFVF1099	no rank
Helicobacter pylori CCHI 33	no rank
Helicobacter pylori GAM112Ai	no rank
Helicobacter pylori GAM117Ai	no rank
Helicobacter pylori GAM268Bii	no rank
Helicobacter pylori GAM96Ai	no rank
Helicobacter pylori GAMchJs117Ai	no rank
Helicobacter pylori HLJHP256	no rank
Helicobacter pylori HLJHP271	no rank
Helicobacter pylori Hp A-14	no rank
Helicobacter pylori Hp A-4	no rank
Helicobacter pylori Hp H-18	no rank
Helicobacter pylori Hp H-24c	no rank
Helicobacter pylori Hp H-28	no rank
Helicobacter pylori Hp H-43	no rank
Helicobacter pylori Hp H-4	no rank
Helicobacter pylori Hp H-5b	no rank
Helicobacter pylori Hp H-6	no rank
Helicobacter pylori Hp P-11	no rank
Helicobacter pylori Hp P-4	no rank
Helicobacter pylori Hp P-4c	no rank
Helicobacter pylori Hp P-8b	no rank
Helicobacter pylori PZ5056	no rank
Helicobacter pylori PZ5086	no rank
Helicobacter pylori R018c	no rank
Helicobacter pylori R030b	no rank
Helicobacter pylori R038b	no rank
Helicobacter pylori R055a	no rank
Helicobacter pylori R32b	no rank
Helicobacter pylori SA251C	no rank
Helicobacter pylori wls-5-3	no rank
Helicobacter rodentium ATCC 700285	no rank
Leptospira interrogans serovar Copenhageni str. Fiocruz LV2769	no rank
Leptospira kirschneri str. MMD1493	no rank
Leptospira noguchii str. 2001034031	no rank
Leptospira noguchii str. Hook	no rank
Leptospira weilii str. 2006001855	no rank
Borreliella afzelii IPT109	no rank
Borreliella burgdorferi 297	no rank
Borreliella burgdorferi IPT112	no rank
Borreliella burgdorferi IPT125	no rank
Borreliella burgdorferi IPT132	no rank
Borreliella burgdorferi IPT137	no rank
Borreliella burgdorferi IPT19	no rank
Borreliella burgdorferi IPT27	no rank
Borreliella burgdorferi IPT46	no rank
Borreliella burgdorferi IPT71	no rank
Borreliella burgdorferi IPT77	no rank
Borreliella garinii IPT101	no rank
Borreliella garinii IPT107	no rank
Borreliella garinii IPT140	no rank
Borreliella garinii IPT86	no rank
Borreliella garinii IPT91	no rank
Spirochaeta cellobiosiphila DSM 17781	no rank
Treponema primitia ZAS-1	no rank
Actinomyces coleocanis DSM 15436	no rank
Actinomyces israelii DSM 43320	no rank
Schaalia odontolytica ATCC 17982	no rank
Alloscardovia omnicolens F0580	no rank
Bifidobacterium adolescentis L2-32	no rank
Bifidobacterium longum subsp. longum CMCC P0001	no rank
Corynebacterium accolens ATCC 49726	no rank
Corynebacterium cystitidis DSM 20524	no rank
Corynebacterium pseudodiphtheriticum 090104	no rank
Corynebacterium sputi DSM 45148	no rank
Gordonia terrae C-6	no rank
Mycobacterium tuberculosis variant bovis BCG str. Moreau	no rank
Mycobacterium ulcerans str. Harvey	no rank
Mycobacteroides abscessus MAB_091912_2446	no rank
Nocardia aobensis NBRC 100429	no rank
Rhodococcus corynebacterioides NBRC 14404	no rank
Rhodococcus imtechensis RKJ300 = JCM 13270	no rank
Rhodococcus koreensis JCM 10743 = NBRC 100607	no rank
Williamsia muralis NBRC 105860	no rank
Janibacter anophelis NBRC 107843	no rank
Janibacter corallicola NBRC 107790	no rank
Janibacter limosus NBRC 16128	no rank
Microbacterium indicum DSM 19969	no rank
Cellulosimicrobium funkei NBRC 104118	no rank
Salinispora arenicola CNR425	no rank
Salinispora arenicola CNT799	no rank
Salinispora arenicola CNY011	no rank
Salinispora arenicola CNY280	no rank
Salinispora arenicola CNY282	no rank
Salinispora pacifica CNY202	no rank
Salinispora pacifica CNY239	no rank
Salinispora tropica CNT261	no rank
Salinispora tropica CNY012	no rank
Nocardioides aromaticivorans JCM 11674	no rank
Cutibacterium acnes HL056PA1	no rank
Cutibacterium acnes HL110PA3	no rank
Cutibacterium acnes HL110PA4	no rank
Pseudonocardia spinosispora DSM 44797	no rank
Streptomyces acidiscabies 84-104	no rank
Streptomyces filamentosus NRRL 15998	no rank
Streptomyces griseoflavus Tu4000	no rank
Nocardiopsis chromatogenes YIM 90109	no rank
Nocardiopsis halophila DSM 44494	no rank
environmental samples	no rank
Dolichospermum circinale AWQC131C	no rank
Anabaena sphaerica PUM-KM-MT-GRI	no rank
Nostoc calcicola FACHB-389	no rank
Tolypothrix bouteillei VB521301	no rank
Planktothrix mougeotii NIVA-CYA 405	no rank
Planktothrix prolifica NIVA-CYA 540	no rank
Trichodesmium erythraeum 21-75	no rank
Plectonema terebrans CCAP 1463/4	no rank
Hydrococcaceae	family
Hydrococcus	genus
Hydrococcus rivularis NIES-593	no rank
Jaaginema litorale LEGE 07176	no rank
Lusitaniella coriacea LEGE 06111	no rank
Deinococcus ficus DSM 19119	no rank
Meiothermus taiwanensis DSM 14542	no rank
Thermus igniterrae ATCC 700962	no rank
Alicyclobacillus acidiphilus NBRC 100859	no rank
Amphibacillus sediminis NBRC 103570	no rank
Bacillus cereus 172560W	no rank
Bacillus cereus BAG2X1-3	no rank
Bacillus cereus BDRD-ST196	no rank
Bacillus cereus F	no rank
Bacillus cereus ISP3191	no rank
Bacillus cereus Rock3-28	no rank
Bacillus cereus VD146	no rank
Bacillus cereus VD214	no rank
Bacillus cereus m1293	no rank
Bacillus thuringiensis JM-Mgvxx-63	no rank
Bacillus flexus T6186-2	no rank
Bacillus krulwichiae NBRC 102362	no rank
Bacillus nealsonii AAU1	no rank
Bacillus atrophaeus BACI051-N	no rank
Bacillus atrophaeus NBRC 15539	no rank
Bacillus licheniformis 10-1-A	no rank
Bacillus licheniformis CGMCC 3963	no rank
Bacillus subtilis subsp. subtilis str. MP9	no rank
Geobacillus zalihae NBRC 101842	no rank
Lentibacillus juripiscarius JCM 12147	no rank
Pontibacillus yanchengensis Y32	no rank
Salinibacillus aidingensis MSP4	no rank
Sediminibacillus halophilus NSP9.3	no rank
Gemella bergeri ATCC 700627	no rank
Listeria monocytogenes LM201	no rank
Listeria monocytogenes Lm21045	no rank
Listeria monocytogenes serotype 1/2a str. 01-1280	no rank
Listeria monocytogenes serotype 1/2a str. 01-1468	no rank
Listeria monocytogenes serotype 1/2a str. 01-5252	no rank
Brevibacillus borstelensis cifa_chp40	no rank
Brevibacillus brevis FJAT-0809-GLX	no rank
Paenibacillus dendritiformis C454	no rank
Paenibacillus polymyxa A18	no rank
Staphylococcus argenteus F87619	no rank
Staphylococcus argenteus M21126	no rank
Staphylococcus aureus 1110904178	no rank
Staphylococcus aureus 5670-1	no rank
Staphylococcus aureus A9299	no rank
Staphylococcus aureus A9719	no rank
Staphylococcus aureus DAR104	no rank
Staphylococcus aureus DAR3515	no rank
Staphylococcus aureus DAR3608	no rank
Staphylococcus aureus DAR5794	no rank
Staphylococcus aureus DAR5798	no rank
Staphylococcus aureus DAR5805	no rank
Staphylococcus aureus DAR5815	no rank
Staphylococcus aureus DAR5849	no rank
Staphylococcus aureus DAR5850	no rank
Staphylococcus aureus DAR5861	no rank
Staphylococcus aureus DAR5864	no rank
Staphylococcus aureus DAR5867	no rank
Staphylococcus aureus F74023	no rank
Staphylococcus aureus H19520	no rank
Staphylococcus aureus H48649	no rank
Staphylococcus aureus M0004	no rank
Staphylococcus aureus M0017	no rank
Staphylococcus aureus M0034	no rank
Staphylococcus aureus M0049	no rank
Staphylococcus aureus M0246	no rank
Staphylococcus aureus M0356	no rank
Staphylococcus aureus M0378	no rank
Staphylococcus aureus M0433	no rank
Staphylococcus aureus M0514	no rank
Staphylococcus aureus M0522	no rank
Staphylococcus aureus M0545	no rank
Staphylococcus aureus M0579	no rank
Staphylococcus aureus M0590	no rank
Staphylococcus aureus M0613	no rank
Staphylococcus aureus M0655	no rank
Staphylococcus aureus M0669	no rank
Staphylococcus aureus M0677	no rank
Staphylococcus aureus M0720	no rank
Staphylococcus aureus M0755	no rank
Staphylococcus aureus M0784	no rank
Staphylococcus aureus M0807	no rank
Staphylococcus aureus M0810	no rank
Staphylococcus aureus M0836	no rank
Staphylococcus aureus M0942	no rank
Staphylococcus aureus M1023	no rank
Staphylococcus aureus M1047	no rank
Staphylococcus aureus M1054	no rank
Staphylococcus aureus M1087	no rank
Staphylococcus aureus M1127	no rank
Staphylococcus aureus M1221	no rank
Staphylococcus aureus M1234	no rank
Staphylococcus aureus M1245	no rank
Staphylococcus aureus M1252	no rank
Staphylococcus aureus M1339	no rank
Staphylococcus aureus M1431	no rank
Staphylococcus aureus M1471	no rank
Staphylococcus aureus M1472	no rank
Staphylococcus aureus M1580	no rank
Staphylococcus aureus M17027	no rank
Staphylococcus aureus MM66	no rank
Staphylococcus aureus MRSA_CVMN25720PS	no rank
Staphylococcus aureus MRSA_CVMN26035PS	no rank
Staphylococcus aureus MRSA_CVMN27231PS	no rank
Staphylococcus aureus MRSN 8613	no rank
Staphylococcus aureus PPUKM-261-2009	no rank
Staphylococcus aureus Rd.614	no rank
Staphylococcus aureus SA_ST125_MupR	no rank
Staphylococcus aureus T55954	no rank
Staphylococcus aureus VET0190R	no rank
Staphylococcus aureus VET0203R	no rank
Staphylococcus aureus VET0336R	no rank
Staphylococcus aureus VET0519S	no rank
Staphylococcus aureus VET0889S	no rank
Staphylococcus aureus W85810	no rank
Staphylococcus aureus subsp. aureus 21172	no rank
Staphylococcus aureus subsp. aureus 21232	no rank
Staphylococcus aureus subsp. aureus 21338	no rank
Staphylococcus aureus subsp. aureus 333	no rank
Staphylococcus aureus subsp. aureus CIG1150	no rank
Staphylococcus aureus subsp. aureus IS-122	no rank
Staphylococcus aureus subsp. aureus IS-160	no rank
Staphylococcus aureus subsp. aureus MRSA177	no rank
Staphylococcus aureus subsp. aureus str. CF-Marseille	no rank
Staphylococcus epidermidis AU12-03	no rank
Staphylococcus epidermidis BVS058A4	no rank
Staphylococcus epidermidis MC16	no rank
Staphylococcus epidermidis VCU014	no rank
Staphylococcus epidermidis VCU037	no rank
Staphylococcus hominis VCU122	no rank
Staphylococcus lugdunensis UCIM6116	no rank
Staphylococcus massiliensis CCUG 55927	no rank
Staphylococcus simulans ACS-120-V-Sch1	no rank
Aerococcus urinaeequi DSM 20341 = CCUG 28094	no rank
Enterococcus faecalis ERV65	no rank
Enterococcus faecalis ERV85	no rank
Enterococcus faecalis M7	no rank
Enterococcus faecalis NBRC 100480	no rank
Enterococcus faecalis OG1X	no rank
Enterococcus faecalis TX0012	no rank
Enterococcus faecalis TX0031	no rank
Enterococcus faecalis TX0411	no rank
Enterococcus faecalis TX0645	no rank
Enterococcus faecalis TX0855	no rank
Enterococcus faecalis TX1341	no rank
Enterococcus faecalis TX2141	no rank
Enterococcus faecalis X98	no rank
Enterococcus faecium 1,230,933	no rank
Enterococcus faecium 513	no rank
Enterococcus faecium C1904	no rank
Enterococcus faecium C309	no rank
Enterococcus faecium C621	no rank
Enterococcus faecium E1679	no rank
Enterococcus faecium E4453	no rank
Enterococcus faecium ERV161	no rank
Enterococcus faecium ERV26	no rank
Enterococcus faecium ERV99	no rank
Enterococcus faecium LCT-EF128	no rank
Enterococcus faecium MRSN 11639	no rank
Enterococcus faecium NBRC 100486	no rank
Enterococcus faecium P1139	no rank
Enterococcus faecium SD2A-2	no rank
Enterococcus faecium TX0133B	no rank
Enterococcus faecium TX0133a04	no rank
Enterococcus mundtii crl1656	no rank
Enterococcus pseudoavium NBRC 100491	no rank
Enterococcus raffinosus NBRC 100492	no rank
Tetragenococcus solitarius NBRC 100494	no rank
Lactobacillus acidophilus CIRM-BIA 445	no rank
Lactobacillus paracasei subsp. tolerans DSM 20258	no rank
Lactobacillus crispatus CTV-05	no rank
Lactobacillus delbrueckii subsp. bulgaricus PB2003/044-T3-4	no rank
Lactobacillus delbrueckii subsp. indicus DSM 15996	no rank
Lactobacillus gasseri MV-22	no rank
Lactobacillus iners LEAF 2053A-b	no rank
Lactobacillus jensenii 1153	no rank
Lactobacillus jensenii 269-3	no rank
Lactobacillus jensenii MD IIE-70(2)	no rank
Lactobacillus reuteri mlc3	no rank
Lactobacillus saerimneri 30a	no rank
Lactobacillus salivarius cp400	no rank
Lactococcus chungangensis CAU 28 = DSM 22330	no rank
Lactococcus lactis subsp. cremoris TIFN3	no rank
Lactococcus lactis subsp. lactis bv. diacetylactis str. TIFN4	no rank
Streptococcus agalactiae FSL S3-005	no rank
Streptococcus agalactiae GB00115	no rank
Streptococcus agalactiae GB00279	no rank
Streptococcus agalactiae GB00300	no rank
Streptococcus agalactiae GB00900	no rank
Streptococcus agalactiae LMG 15092	no rank
Streptococcus agalactiae MC623	no rank
Streptococcus agalactiae MC632	no rank
Streptococcus agalactiae MC634	no rank
Streptococcus agalactiae MRI Z1-204	no rank
Streptococcus agalactiae MRI Z1-212	no rank
Streptococcus agalactiae SGBS006	no rank
Streptococcus agalactiae SGBS016	no rank
Streptococcus agalactiae STIR-CD-13	no rank
Streptococcus anginosus DORA_7	no rank
Streptococcus equi subsp. zooepidemicus BHS5	no rank
Streptococcus entericus DSM 14446	no rank
Streptococcus massiliensis DSM 18628	no rank
Streptococcus plurextorum DSM 22810	no rank
Streptococcus pneumoniae 2082239	no rank
Streptococcus pneumoniae PCS125219	no rank
Streptococcus pneumoniae PNI0164	no rank
Streptococcus pneumoniae PNI0197	no rank
Streptococcus pneumoniae PNI0360	no rank
Streptococcus pneumoniae SP11-BS70	no rank
Streptococcus pneumoniae SPN7465	no rank
Streptococcus pyogenes AA472	no rank
Streptococcus pyogenes ABC020052877	no rank
Streptococcus pyogenes ABC020054184	no rank
Streptococcus pyogenes SP1-LAU	no rank
Streptococcus suis 89-590	no rank
Streptococcus suis YS23	no rank
Streptococcus suis YS56	no rank
Streptococcus suis YS72	no rank
Streptococcus thermophilus 1F8CT	no rank
Streptococcus thermophilus MTH17CL396	no rank
Streptococcus thermophilus TH1477	no rank
Streptococcus uberis 6780	no rank
Streptococcus uberis B362	no rank
Streptococcus uberis C8329	no rank
Streptococcus uberis S6261	no rank
Caldicoprobacter oshimai DSM 21659	no rank
unclassified Christensenellaceae	no rank
Clostridium botulinum CB11/1-1	no rank
Clostridium botulinum CDC54085	no rank
Clostridium botulinum V891	no rank
Clostridium cylindrosporum DSM 605	no rank
Clostridium diolis DSM 15410	no rank
Clostridium haemolyticum NCTC 8350	no rank
Geosporobacter subterraneus DSM 17957	no rank
Anaerovorax odorimutans DSM 5092	no rank
Eubacterium ventriosum ATCC 27560	no rank
Pseudoramibacter alactolyticus ATCC 23263	no rank
Anaerostipes hadrus DSM 3319	no rank
Blautia obeum ATCC 29174	no rank
[Ruminococcus] gnavus ATCC 29149	no rank
Coprococcus eutactus ATCC 27759	no rank
[Clostridium] bolteae ATCC BAA-613	no rank
[Clostridium] glycyrrhizinilyticum JCM 13369	no rank
[Clostridium] cf. saccharolyticum K10	no rank
Parasporobacterium paucivorans DSM 15970	no rank
Roseburia intestinalis L1-82	no rank
Tyzzerella nexilis DSM 1787	no rank
Clostridioides difficile 5.3	no rank
Clostridioides difficile 6466	no rank
Clostridioides difficile 70-100-2010	no rank
Clostridioides difficile E23	no rank
Clostridioides difficile P28	no rank
Clostridioides difficile QCD-97b34	no rank
Clostridioides difficile Y384	no rank
Paeniclostridium sordellii 8483	no rank
Agathobaculum desmolans ATCC 43058	no rank
Faecalibacterium prausnitzii M21/2	no rank
Faecalibacterium prausnitzii SL3/3	no rank
Pseudoflavonifractor capillosus ATCC 29799	no rank
Ruminococcus albus 8	no rank
[Clostridium] leptum DSM 753	no rank
[Clostridium] sporosphaeroides DSM 1294	no rank
[Eubacterium] siraeum 70/3	no rank
Absiella dolichum DSM 3991	no rank
Solobacterium moorei DSM 22971	no rank
Megamonas hypermegale ART12/1	no rank
Veillonella atypica ACS-049-V-Sch6	no rank
Veillonella denticariosi JCM 15641	no rank
Veillonella dispar DORA_11	no rank
Peptoniphilus harei ACS-146-V-Sch2b	no rank
Mesoplasma photuris ATCC 49581	no rank
Mesoplasma seiffertii ATCC 49495	no rank
Mycoplasma arginini 7264	no rank
Ureaplasma urealyticum 4318	no rank
Candidatus Coatesbacteria	phylum
Candidatus Eisenbacteria	phylum
Candidatus Fraserbacteria	phylum
unclassified Candidatus Sumerlaeota	no rank
Candidatus Altimarinus	genus
Candidatus Altimarinus pacificus JGI 0000068-E11	no rank
Candidatus Andersenbacteria	phylum
Candidatus Niyogibacteria	phylum
Candidatus Sungbacteria	phylum
Candidatus Vecturithrix	genus
Haemoproteidae	family
Parahaemoproteus	genus
Leucocytozoidae	family
Leucocytozoon	genus
Neospora caninum Liverpool	no rank
Toxoplasma gondii TgCATBr5	no rank
Toxoplasma gondii TgCatPRC2	no rank
Toxoplasma gondii type III	no rank
Toxoplasma gondii VEG	no rank
Uradiophoridae	family
Heliospora	genus
unclassified Neogregarinorida	no rank
unclassified Gymnodiniaceae	no rank
Symbiodinium sp. A2	no rank
Entamoeba dispar SAW760	no rank
Hexamitinae	subfamily
Hexamita	genus
Trepomonas	genus
Gruberellidae	family
Stachyamoeba	genus
environmental samples	no rank
Mylnosiga	genus
Neolecta irregularis DAH-3	no rank
Arthrobotrys oligospora ATCC 24927	no rank
Dactylellina haptotyla CBS 200.50	no rank
Aspergillus fischeri NRRL 181	no rank
Aspergillus fumigatus AF210	no rank
Aspergillus fumigatus Z5	no rank
Aspergillus parasiticus SU-1	no rank
Aspergillus terreus ATCC 20542	no rank
Penicillium digitatum Pd01-ZJU	no rank
Blastomyces dermatitidis ATCC 18187	no rank
Emmonsia	genus
Emmonsia crescens UAMH 3008	no rank
Ascosphaera apis ARSEF 7405	no rank
Tetramelas	genus
Steinera	genus
Lambiella	genus
Asterinales	order
Asterinaceae	family
Lembosia	genus
Patellariales	order
Patellariaceae	family
Rhizodiscina	genus
Capnodium	genus
Fumiglobus	genus
Cladosporium sphaerospermum UM 843	no rank
Pseudocercospora griseola f. griseola	forma
Staninwardia	genus
Pseudoteratosphaeria	genus
unclassified Dothideales	no rank
unclassified Massarinaceae	no rank
Cryptocoryneum	genus
Heterophoma	genus
Alternaria sect. Brassicicola	section
Alternaria brassicicola ATCC 96836	no rank
Exserohilum turcica Et28A	no rank
Patellariopsis	genus
Glarea lozoyensis ATCC 20868	no rank
unclassified Helotiaceae	no rank
Hyphodiscus	genus
Clarireedia homoeocarpa LT30	no rank
Pseudogymnoascus destructans 20631-21	no rank
Colletotrichum orbiculare MAFF 240422	no rank
Verticillium tricorpus MUCL 9792	no rank
Heleococcum	genus
Claviceps paspali RRC 1481	no rank
Claviceps purpurea 20.1	no rank
Epichloe baconii ATCC 200745	no rank
Epichloe brachyelytri E4804	no rank
Metarhizium album ARSEF 1941	no rank
Torrubiella	genus
Cordyceps cicadae BA-001	no rank
Fusarium oxysporum f. sp. melongenae	no rank
Codinaeopsis	genus
Pyricularia oryzae B157	no rank
Pyricularia oryzae MG01	no rank
Ophiostoma piceae UAMH 11346	no rank
Thermothelomyces	genus
Thermothelomyces thermophilus ATCC 42464	no rank
Eutypa lata UCREL1	no rank
Daldinia	genus
Daldinia eschscholzii IFB-TL01	no rank
Pseudomassariaceae	family
Pseudomassariella	genus
Brettanomyces bruxellensis LAMAP2480	no rank
Kluyveromyces wickerhamii UCD 54-210	no rank
[Candida] bracarensis CBS 10154	no rank
[Candida] nivariensis CBS 9983	no rank
Saccharomyces cerevisiae YJM1078	no rank
Saccharomyces cerevisiae YJM1252	no rank
Saccharomyces cerevisiae YJM1311	no rank
Saccharomyces cerevisiae YJM1383	no rank
Saccharomyces cerevisiae YJM248	no rank
unclassified Clavulinaceae	no rank
Piptoporus	genus
Cystolepiota	genus
Limacella	genus
Macrotyphula	genus
Hebeloma cylindrosporum h7	no rank
Leucocortinarius	genus
Naucoria	genus
Bovista	genus
Calocybe	genus
Strobilurus	genus
Volvariella volvacea V23	no rank
Coprinellus	genus
Parasola	genus
Galerina marginata CBS 339.88	no rank
Arrhenia	genus
Fayodia	genus
Laccaria bicolor S238N-H82	no rank
Mycenella	genus
Phaeolepiota	genus
Lentaria	genus
Infundibura	genus
Puccinia graminis f. sp. tritici	no rank
Puccinia graminis f. sp. tritici CRL 75-36-700-3	no rank
Fayochytriomyces	genus
Podochytrium	genus
environmental samples	no rank
Oedogoniomycetaceae	family
Oedogoniomyces	genus
Telasphaerulaceae	family
Telasphaerula	genus
Orpinomyces	genus
unclassified Chytridiomycota	no rank
Enterocytozoonidae	family
Enterospora	genus
Pseudoloma	genus
Pleistophoridae	family
Heterosporis	genus
Pleistophora	genus
Vavraia	genus
Lichtheimia corymbifera JMRC:FSU:9682	no rank
Apophysomyces elegans B7760	no rank
Rhizopus delemar Type II NRRL 21447	no rank
Rhizopus stolonifer B9770	no rank
Saksenaea oblongispora B3353	no rank
Syncephalastrum monosporum B8922	no rank
Dimargaritomycetes	class
Dimargaritales	order
Dimargaritaceae	family
Dimargaris	genus
Dispira	genus
Tieghemiomyces	genus
Heterodontoidea	superorder
Heterodontiformes	order
Heterodontidae	family
Heterodontus	genus
