	taxonomy	organism_name
16946	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter	Pontibacter odishensis
16947	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter	Pontibacter locisalis
16948	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter	Pontibacter xinjiangensis
16949	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter	Pontibacter brevis
16950	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter	Pontibacter ummariensis
16951	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter	Rufibacter immobilis
16952	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter	Rufibacter sediminis
16953	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter	Rufibacter latericius
16954	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter	Rufibacter hautae
16955	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter	Rufibacter glacialis
16956	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter	Rufibacter quisquiliarum
16957	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter	Rufibacter ruber
16958	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter	Rufibacter roseus
16959	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter	Rufibacter tibetensis
16960	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Nibribacter	Nibribacter koreensis
16961	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter	Adhaeribacter arboris
16962	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter	Adhaeribacter pallidiroseus
16963	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter	Adhaeribacter radiodurans
16964	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter	Adhaeribacter swui
16965	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter	Adhaeribacter aquaticus
16966	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter	Adhaeribacter aerolatus
16967	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter	Adhaeribacter aerophilus
16968	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter	Adhaeribacter rhizoryzae
16969	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Microscillaceae;Microscilla	Microscilla marina
16970	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Raineyaceae;Raineya	Raineya orbicola
16971	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Gracilimonas	Gracilimonas mengyeensis
16972	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Gracilimonas	Gracilimonas rosea
16973	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Gracilimonas	Gracilimonas tropica
16974	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Gracilimonas	Gracilimonas amylolytica
16975	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Gracilimonas	Gracilimonas halophila
16976	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Balneola	Balneola alkaliphila
16977	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Balneola	Balneola vulgaris
16978	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Aliifodinibius	Aliifodinibius halophilus
16979	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Aliifodinibius	Aliifodinibius saliphilus
16980	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Fodinibius	Fodinibius salinus
16981	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Rhodohalobacter	Rhodohalobacter halophilus
16982	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Rhodohalobacter	Rhodohalobacter barkolensis
16983	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Aliifodinibius	Aliifodinibius roseus
16984	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Aliifodinibius	Aliifodinibius salicampi
16985	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Aliifodinibius	Aliifodinibius sediminis
16986	Bacteria;Balneolota;Balneolia;Balneolales;Soortiaceae;Soortia	Soortia roseihalophila
16987	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Salinibacteraceae;Longimonas	Longimonas haloalkaliphila
16988	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Salinibacteraceae;Longimonas	Longimonas halophila
16989	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Rhodothermaceae;Natronotalea	Natronotalea proteinilytica
16990	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Salinibacteraceae;Longibacter	Longibacter salinarum
16991	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Salisaetaceae;Salisaeta	Salisaeta longa
16992	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Salinibacteraceae;Salinibacter	Salinibacter altiplanensis
16993	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Salinibacteraceae;Salinibacter	Salinibacter ruber
16994	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Salinibacteraceae;Salinivenus	Salinivenus iranica
16995	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Salinibacteraceae;Salinivenus	Salinivenus lutea
16996	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Rubricoccaceae;Rubrivirga	Rubrivirga marina
16997	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Rubricoccaceae;Rubrivirga	Rubrivirga profundi
16998	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Rubricoccaceae;Rubricoccus	Rubricoccus marinus
16999	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Salisaetaceae;Roseithermus	Roseithermus sacchariphilus
17000	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Rhodothermaceae;Rhodothermus	Rhodothermus marinus
17001	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Rhodothermaceae;Rhodothermus	Rhodothermus profundi
17002	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Pelodictyon	Pelodictyon clathratiforme
17003	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium	Chlorobium phaeobacteroides
17004	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium	Chlorobium phaeovibrioides
17005	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium	Chlorobium limicola
17006	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium	Chlorobium luteolum
17007	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobaculum	Chlorobaculum thiosulfatiphilum
17008	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobaculum	Chlorobaculum parvum
17009	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium	Chlorobium chlorovibrioides
17010	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobaculum	Chlorobaculum tepidum
17011	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Prosthecochloris	Prosthecochloris marina
17012	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Prosthecochloris	Prosthecochloris vibrioformis
17013	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Prosthecochloris	Prosthecochloris aestuarii
17014	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton	Chloroherpeton thalassium
17015	Bacteria;Ignavibacteriota;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium	Ignavibacterium album
17016	Bacteria;Ignavibacteriota;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;Melioribacter	Melioribacter roseus
17017	Bacteria;Calditrichota;Calditrichae;Calditrichales;Calditrichaceae;Caldithrix	Caldithrix abyssi
17018	Bacteria;Calditrichota;Calditrichae;Calditrichales;Calditrichaceae;Caldithrix	Caldithrix palaeochoryensis
17019	Bacteria;Calditrichota;Calditrichota_incertae_sedis;Calditrichota_incertae_sedis;Calditrichota_incertae_sedis;Calorithrix	Calorithrix insularis
17020	Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter	Fibrobacter intestinalis
17021	Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Hallerella	Hallerella succinigenes
17022	Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Hallerella	Hallerella porci
17023	Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter	Fibrobacter succinogenes subsp. elongatus
17024	Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter	Fibrobacter succinogenes subsp. succinogenes
17025	Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas	Gemmatimonas aurantiaca
17026	Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas	Gemmatimonas phototrophica
17027	Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Roseisolibacter	Roseisolibacter agri
17028	Bacteria;Gemmatimonadota;Longimicrobia;Longimicrobiales;Longimicrobiaceae;Longimicrobium	Longimicrobium terrae
17029	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter	Thermoanaerobacter ethanolicus
17030	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter	Thermoanaerobacter thermohydrosulfuricus
17031	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter	Thermoanaerobacter acetoethylicus
17032	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter	Thermoanaerobacter sulfurophilus
17033	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter	Thermoanaerobacter wiegelii
17034	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter	Thermoanaerobacter siderophilus
17035	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter	Thermoanaerobacter brockii subsp. brockii
17036	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter	Thermoanaerobacter brockii subsp. finnii
17037	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter	Thermoanaerobacter pseudethanolicus
17038	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter	Thermoanaerobacter brockii subsp. lactiethylicus
17039	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter	Thermoanaerobacter kivui
17040	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter	Thermoanaerobacter sulfurigignens
17041	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter	Thermoanaerobacter uzonensis
17042	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter	Thermoanaerobacter italicus
17043	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter	Thermoanaerobacter pentosaceus
17044	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter	Thermoanaerobacter mathranii subsp. mathranii
17045	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter	Thermoanaerobacter mathranii subsp. alimentarius
17046	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter	Thermoanaerobacter thermocopriae
17047	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter	Caldanaerobacter subterraneus subsp. pacificus
17048	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter	Caldanaerobacter uzonensis
17049	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter	Caldanaerobacter subterraneus subsp. tengcongensis
17050	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter	Caldanaerobacter subterraneus subsp. yonseiensis
17051	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter	Caldanaerobacter subterraneus subsp. subterraneus
17052	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermanaeromonas	Thermanaeromonas burensis
17053	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermanaeromonas	Thermanaeromonas toyohensis
17054	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Desulfovirgula	Desulfovirgula thermocuniculi
17055	Bacteria;Bacillota;Clostridia;Thermosediminibacterales;Thermosediminibacteraceae;Caldanaerovirga	Caldanaerovirga acetigignens
17056	Bacteria;Bacillota;Clostridia;Thermosediminibacterales;Thermosediminibacteraceae;Thermovorax	Thermovorax subterraneus
17057	Bacteria;Bacillota;Clostridia;Thermosediminibacterales;Thermosediminibacteraceae;Fervidicola	Fervidicola ferrireducens
17058	Bacteria;Bacillota;Clostridia;Thermosediminibacterales;Thermosediminibacteraceae;Thermosediminibacter	Thermosediminibacter litoriperuensis
17059	Bacteria;Bacillota;Clostridia;Thermosediminibacterales;Thermosediminibacteraceae;Thermovenabulum	Thermovenabulum gondwanense
17060	Bacteria;Bacillota;Clostridia;Thermosediminibacterales;Thermosediminibacteraceae;Thermosediminibacter	Thermosediminibacter oceani
17061	Bacteria;Bacillota;Clostridia;Thermosediminibacterales;Tepidanaerobacteraceae;Tepidanaerobacter	Tepidanaerobacter syntrophicus
17062	Bacteria;Bacillota;Clostridia;Thermosediminibacterales;Tepidanaerobacteraceae;Biomaibacter	Biomaibacter acetigenes
17063	Bacteria;Bacillota;Clostridia;Thermosediminibacterales;Thermosediminibacteraceae;Thermovenabulum	Thermovenabulum ferriorganovorum
17064	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Ammonifex	Ammonifex degensii
17065	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Ammonifex	Ammonifex thiophilus
17066	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Desulfothermobacter	Desulfothermobacter acidiphilus
17067	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermodesulfitimonas	Thermodesulfitimonas autotrophica
17068	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Brockia	Brockia lithotrophica
17069	Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;Hydrogenibacillus	Hydrogenibacillus schlegelii
17070	Bacteria;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae;Caldicellulosiruptor	Caldicellulosiruptor kristjanssonii
17071	Bacteria;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae;Caldicellulosiruptor	Caldicellulosiruptor lactoaceticus
17072	Bacteria;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae;Caldicellulosiruptor	Caldicellulosiruptor acetigenus
17073	Bacteria;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae;Caldicellulosiruptor	Caldicellulosiruptor owensensis
17074	Bacteria;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae;Caldicellulosiruptor	Caldicellulosiruptor bescii
17075	Bacteria;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae;Caldicellulosiruptor	Caldicellulosiruptor kronotskyensis
17076	Bacteria;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae;Caldicellulosiruptor	Caldicellulosiruptor hydrothermalis
17077	Bacteria;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae;Caldicellulosiruptor	Caldicellulosiruptor diazotrophicus
17078	Bacteria;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae;Caldicellulosiruptor	Caldicellulosiruptor saccharolyticus
17079	Bacteria;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae;Caldicellulosiruptor	Caldicellulosiruptor changbaiensis
17080	Bacteria;Dictyoglomota;Dictyoglomia;Dictyoglomales;Dictyoglomaceae;Dictyoglomus	Dictyoglomus thermophilum
17081	Bacteria;Dictyoglomota;Dictyoglomia;Dictyoglomales;Dictyoglomaceae;Dictyoglomus	Dictyoglomus turgidum
17082	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia bissettiae
17083	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia carolinensis
17084	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia burgdorferi
17085	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia japonica
17086	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia sinica
17087	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia garinii subsp. bavariensis
17088	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia garinii subsp. garini
17089	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia lusitaniae
17090	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia maritima
17091	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia afzelii
17092	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia spielmanii
17093	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia valaisiana
17094	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia yangtzensis
17095	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia californiensis
17096	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia kurtenbachii
17097	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia tanukii
17098	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia lanei
17099	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia turdi
17100	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia americana
17101	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia mayonii
17102	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia coriaceae
17103	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia miyamotoi
17104	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia	Borrelia turcica
17105	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta	Spirochaeta aurantia subsp. aurantia
17106	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Oceanispirochaeta	Oceanispirochaeta sediminicola
17107	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Oceanispirochaeta	Oceanispirochaeta litoralis
17108	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Oceanispirochaeta	Oceanispirochaeta crateris
17109	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta	Spirochaeta cellobiosiphila
17110	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Thiospirochaeta	Thiospirochaeta perfilievii
17111	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta	Spirochaeta isovalerica
17112	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta	Spirochaeta psychrophila
17113	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Alkalispirochaeta	Alkalispirochaeta odontotermitis
17114	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Alkalispirochaeta	Alkalispirochaeta cellulosivorans
17115	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Alkalispirochaeta	Alkalispirochaeta sphaeroplastigenens
17116	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Alkalispirochaeta	Alkalispirochaeta alkalica
17117	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Alkalispirochaeta	Alkalispirochaeta americana
17118	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta	Spirochaeta halophila
17119	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta	Spirochaeta asiatica
17120	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta	Spirochaeta dissipatitropha
17121	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta	Spirochaeta africana
17122	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta	Spirochaeta lutea
17123	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Salinispira	Salinispira pacifica
17124	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Sphaerochaetaceae;Sphaerochaeta	Sphaerochaeta associata
17125	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Sphaerochaetaceae;Sphaerochaeta	Sphaerochaeta globosa
17126	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Sphaerochaetaceae;Sphaerochaeta	Sphaerochaeta halotolerans
17127	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Sphaerochaetaceae;Sphaerochaeta	Sphaerochaeta pleomorpha
17128	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Sphaerochaetaceae;Sphaerochaeta	Sphaerochaeta coccoides
17129	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Bullifex	Bullifex porci
17130	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Sphaerochaetaceae;Pleomorphochaeta	Pleomorphochaeta caudata
17131	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Sphaerochaetaceae;Pleomorphochaeta	Pleomorphochaeta multiformis
17132	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Sphaerochaetaceae;Pleomorphochaeta	Pleomorphochaeta naphthae
17133	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Marispirochaeta	Marispirochaeta aestuarii
17134	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Sediminispirochaeta	Sediminispirochaeta bajacaliforniensis
17135	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Sediminispirochaeta	Sediminispirochaeta smaragdinae
17136	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Sediminispirochaeta	Sediminispirochaeta sinaica
17137	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta	Spirochaeta thermophila
17138	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema socranskii subsp. socranskii
17139	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema socranskii subsp. buccale
17140	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema socranskii subsp. paredis
17141	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema amylovorum
17142	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema parvum
17143	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema ruminis
17144	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema saccharophilum
17145	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema succinifaciens
17146	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema porcinum
17147	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema berlinense
17148	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema bryantii
17149	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema rectale
17150	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema pectinovorum
17151	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema lecithinolyticum
17152	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema maltophilum
17153	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema brennaborense
17154	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema pedis
17155	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema putidum
17156	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema denticola
17157	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema phagedenis
17158	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema medium
17159	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema zuelzerae
17160	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema azotonutricium
17161	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema primitia
17162	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema isoptericolens
