primaryAccession	start	stop	path	organism_name	taxid
KU341321	1	3608	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;"	Aplysia punctata	28795
KU341777	1	3070	"Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;Syntrophobotulaceae;Candidatus Dichloromethanomonas;"	Candidatus Dichloromethanomonas elyunquensis	27570
KU342680	1	3714	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Gastropoda;Neritimorpha;"	Pleuropoma jana	28796
KU500638	145	3065	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Sargassum thunbergii	26900
KU501311	1	2810	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Gracilariopsis andersonii	11728
KU501312	1	2879	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;Rhodymeniophycidae;"	Catenellopsis oligarthra	30118
KU501313	1	2715	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Peyssonnelia atropurpurea	11728
KU501315	1	2818	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Schimmelmannia plumosa	11728
KU501316	1	2736	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Peyssonnelia dubyi	11728
KU501317	1	2832	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;Rhodymeniophycidae;"	Acrosymphytales sp. 1TAS	30118
KU504342	1	1926	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Ischnorhina amazonica	28641
KU504347	1	1903	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Laccogrypota valida	28641
KU504348	1	1902	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Neosphenorhina ocellata	28641
KU504353	1	1920	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Zuata callangana	28641
KU504354	1	1959	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Zuata carvalhoi	28641
KU504383	1	1903	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Maxantonia praeminiata	28641
KU504385	1	1936	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Monecphora sp. n. AP-2016	28641
KU504396	1	1904	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Sphenorhina coronata	28641
KU504397	1	1902	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Tapaiuna pehlkei	28641
KU504409	1	1900	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Locris ochroptera	28641
KU504411	1	1925	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Paraliterna sp. AP-2016	28641
KU504413	1	1951	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Homalogrypota interrupta	28641
KU518353	1	3579	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Sogatella furcifera (white-backed planthopper)	28641
KU524892	1	3619	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Cnidaria;Myxozoa;Myxosporea;Bivalvulida;"	Myxobolus pronini	28890
KU551262	78037	80843	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Aphyllorchis montana	26900
KU551268	58885	61691	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Neottia acuminata	26900
KU557281	1	2173	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Dictyoptera;Mantodea;"	Angela sp. MN355	28650
KU557282	1	2195	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Brunneria sp. MN362	28641
KU563738	112883	115686	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Annona cherimola	26900
KU568459	1	2696	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Rhytimenia cerebriformis	11728
KU569492	2487	5738	"Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;Fabales;Mezoneuron;"	Mezoneuron cucullatum	29722
KU640958	30607	33402	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Monotropa hypopitys	26900
KU646489	223	3116	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Spirogyra maxima	26900
KU646491	9479	12345	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Netrium digitus	26900
KU646492	141281	144326	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Cosmarium botrytis	26900
KU646494	128211	133298	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Closterium baillyanum	26900
KU646495	254	3081	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Cylindrocystis brebissonii	26900
KU646496	99173	102039	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Roya obtusa	26900
KU695536	101505	104521	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Clermontia samuelii subsp. hanaensis	26900
KU710346	2306	6493	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;"	Epichloe festucae var. lolii	29156
KU716051	3296	7038	"Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Trebouxiophyceae;Trebouxiales;Trebouxia;"	Trebouxia sp. TR9	30068
KU716075	1	3259	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Cnidaria;Hydrozoa;"	Dendrogramma enigmatica	28878
KU722550	1	2627	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Minium parvum	11728
KU722564	1	2691	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Lomentaria hakodatensis	11728
KU722566	1	2627	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Gelinaria ulvoidea	11728
KU722570	1	2627	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Grateloupia subpectinata	11728
KU722574	1	2626	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Aeodes nitidissima	11728
KU722576	1	2691	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Semnocarpa sp. 3Aus	11728
KU722578	1	2623	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Botryocladia pseudodichotoma	11728
KU722580	1	2620	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;Rhodymeniophycidae;Semnocarpa;"	Semnocarpa minuta	30192
KU722586	1	2621	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Ceratodictyon sp. 1LH	11728
KU722588	1	2623	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Chrysymenia brownii	11728
KU722596	1	2627	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Glaphyrosiphon intestinalis	11728
KU722597	1	2610	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Binghamiopsis caespitosa	11728
KU722600	1	2683	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Rhodymeniaceae sp. 1SA	11728
KU722603	1	2690	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Lomentaria clavellosa	11728
KU722605	1	2592	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Chamaebotrys sp. 1LH	11728
KU722606	1	2617	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Champia sp. 2zostericola	11728
KU722608	1	2687	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Chamaebotrys boergesenii	11728
KU722609	1	2697	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Drouetia viridescens	11728
KU722617	1	2676	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Hymenocladia usnea	11728
KU725475	52354	55414	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;"	Sphagnum australe	1255
KU725476	52387	55442	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;"	Sphagnum girgensohnii	1255
KU725477	52380	55440	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;"	Sphagnum rubiginosum	1255
KU725478	52386	55445	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;"	Sphagnum angustifolium	1255
KU725479	52386	55445	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;"	Sphagnum riparium	1255
KU725481	52366	55426	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;"	Sphagnum majus	1255
KU725482	51854	54913	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;"	Sphagnum tumidulum	1255
KU725483	52022	55077	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;"	Sphagnum compactum	1255
KU725488	52391	55450	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;"	Sphagnum capillifolium	1255
KU725489	51079	54128	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;"	Flatbergium sericeum	1255
KU725490	52352	55411	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;"	Sphagnum strictum	1255
KU725492	45494	48545	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;"	Flatbergium novo-caledoniae	1255
KU725493	52375	55437	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;"	Sphagnum austinii	1255
KU725494	52351	55411	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;"	Sphagnum orientale	1255
KU725501	52384	55445	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;"	Sphagnum fallax	1255
KU725502	52385	55445	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;"	Sphagnum bartlettianum	1255
KU725510	51303	54364	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;"	Eosphagnum rigescens	1255
KU726060	1	3023	"Eukaryota;Archaeplastida;Rhodophyceae;Bangiales;Porphyra-Pyropia;"	Pyropia haitanensis	30084
KU761581	3433	6820	"Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;"	Amyloodinium ocellatum	11975
KU761582	4365	7752	"Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Conthreep;Prostomatea;Cryptocaryon;"	Cryptocaryon irritans	30227
KU762334	1	2946	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Rhodenigma contortum	11728
KU764518	76283	79097	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Actinostachys pennula	26900
KU820978	1	3459	"Eukaryota;SAR;Alveolata;Apicomplexa;Conoidasida;Coccidia;Eimeriorina;Sarcocystis;"	Sarcocystis capracanis	11941
KU820981	1	3510	"Eukaryota;SAR;Alveolata;Apicomplexa;Conoidasida;Coccidia;Eimeriorina;Sarcocystis;"	Sarcocystis hircicanis	11941
KU821149	2727	5555	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Membranoptera platyphylla	11728
KU821150	2737	5570	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Membranoptera weeksiae	11728
KU833271	121489	124373	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Pyrola rotundifolia	26900
KU844334	2620	4587	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Dothideomycetes;Capnodiales;"	Rhynchosporium agropyri	29001
KU847399	2206	5086	"Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Chroococcidiopsaceae;Gloeocapsa PCC-7428;"	Gloeocapsopsis sp. AAB1 = 1H9	26907
KU847995	185003	188958	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Pectinodesmus pectinatus	26900
KU860678	1	2305	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Rotifera;Bdelloidea;"	Adineta vaga complex sp. A JFF-2016	28855
KU860775	1	2307	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Rotifera;Bdelloidea;"	Adineta vaga complex sp. B JFF-2016	28855
KU866530	104619	107441	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Peucedanum japonicum	26900
KU886321	1	3265	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Deltocephalinae gen. sp. JNZ-2016	28641
KU886322	1	3267	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Xenovarta cylindrica	28641
KU886323	1	3228	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;"	Afrovarta angelae	28641
KU892652	23293	26174	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Kappaphycus alvarezii	26900
KU895456	1	3843	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiactis resiliens	28536
KU895457	1	3817	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiactis savignyi	28536
KU895458	1	3851	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiactis abyssicola	28536
KU895459	1	3846	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiothrix caespitosa	28536
KU895460	1	3847	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiothrix angulata	28536
KU895462	1	3829	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Amphiura constricta	28536
KU895463	1	3842	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiocentrus pilosus	28536
KU895464	1	3828	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Amphioplus cipus	28536
KU895467	1	3822	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiophragmus filograneus	28536
KU895468	1	3828	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Microphiopholis gracillima	28536
KU895469	1	3826	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Amphipholis squamata	28536
KU895471	1	3826	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Bathypectinura heros	28536
KU895472	1	3825	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiopsammus maculata	28536
KU895473	1	3821	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiocypris tuberculosus	28536
KU895474	1	3824	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiophrura liodisca	28536
KU895475	1	3828	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiologimus prolifer	28536
KU895476	1	3807	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiomyxa sp. KMN-2016	28536
KU895477	1	3834	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiopeza cylindrica	28536
KU895478	1	3822	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiocoma wendtii	28536
KU895479	1	3831	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiomoeris obstricta	28536
KU895481	1	3824	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiacantha funebris	28536
KU895482	1	3824	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiolimna perfida	28536
KU895483	1	3823	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiotreta eximia	28536
KU895489	1	3783	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Amphiophiura spatulifera	28536
KU895491	1	3566	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiophycis johni	28536
KU895492	1	3844	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiomusium lymani	28536
KU895494	1	3834	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Asteroschema tubiferum	28536
KU895496	1	3825	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Gorgonocephalus pustulatum	28536
KU895497	1	3825	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Asteronyx loveni	28536
KU895498	1	3829	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiernus vallincola	28536
KU895499	1	3830	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophioleuce brevispinum	28536
KU895500	1	3826	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophioplax lamellosa	28536
KU895501	1	3831	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophioceres bispinosus	28536
KU895502	1	3783	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophionereis schayeri	28536
KU895505	1	3827	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiolepis biscalata	28536
KU895506	1	3825	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Ophiuroidea;"	Ophiolepis impressa	28536
KU900856	531	3569	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Sebacinales;"	uncultured fungus	29396
KU900857	599	3660	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Cantharellales;"	Tremellodendropsis tuberosa	29358
KU941950	1	2588	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Lomentaria divaricata	11728
KU954767	59477	62298	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Burmannia nepalensis	26900
KU958581	127686	130496	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;"	Dracocephalum palmatum	26900
KU985445	1	2674	"Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;"	Mychodea terminalis	11728
KU987152	1	2043	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Pinna atropurpurea	28786
KU987165	1	2044	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Pinna trigonalis	28786
KU987166	1	2052	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Pinna trigonium	28786
KU987175	1	2036	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Atrina exusta	28786
KU987183	1	2039	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;"	Atrina inflata	28786
KU987186	1	2039	"Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;Pterioida;"	Atrina pectinata	28792
KU992329	5538	8925	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;"	Lophophytum mirabile subsp. bolivianum	1255
KX011113	2140	5201	"Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;Maullinia;"	Maullinia ectocarpi	30245
KX011114	2145	5371	"Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;"	Woronina pythii	12034
